"x"
3.08
3.228
3.836
3.313
2.421
2.615
3.822
3.441
2.291
2.872
3.547
3.42
3.153
2.894
3.742
3.23
3.098
2.637
2.883
2.661
3.145
3.83
3.318
2.824
2.503
2.111
3.171
4.212
4.343
5.761
6.254
6.608
6.536
5.911
7
7.401
7.552
7.641
7.291
6.683
7.252
6.326
6.151
6.355
7.399
7.701
5.778
4.881
5.121
5.204
5.319
5.657
6.432
5.903
6.765
6.439
6.699
7.016
7.641
6.578
6.321
6.713
6.315
6.553
5.511
5.777
6.198
6.115
6.004
5.112
5.167
5.372
5.05
5.331
5.306
5.161
4.972
5.065
4.707
4.765
4.23
4.747
4.383
3.821
4.564
4.435
4.616
4.504
4.278
4.109
3.699
3.354
3.044
2.716
2.859
2.997
3.137
2.558
2.676
3.153
3.182
3.06
2.582
1.791
0.69
2.354
2.871
2.724
1.388
1.367
1.851
2.677
3.028
1.696
2.537
3.523
3.632
2.985
2.453
2.634
2.026
2.712
2.818
2.485
2.534
1.914
2.423
2.237
2.062
2.108
1.982
2.189
2.367
2.074
1.96
2.838
2.264
1.333
1.65
2.317
2.257
2.259
2.537
2.143
2.579
2.596
2.254
1.956
1.967
1.629
1.85
2.285
2.219
2.326
2.273
2.198
2.686
3.042
2.32
2.6
2.695
2.278
2.57
2.033
2.295
3.169
2.5
1.917
2.698
2.688
2.481
2.406
2.368
2.134
1.78
1.997
2.115
3.04
3.434
3.605
3.667
3.688
3.233
2.956
3.141
2.949
3.103
3.007
3.407
4.302
3.263
2.985
2.907
2.854
3.152
3.488
3.405
3.661
3.945
4.048
4.006
4.058
3.018
2.978
3.201
4.28
4.587
4.634
4.068
4.375
4.571
4.944
4.856
5.074
4.864
4.622
4.376
4.705
5.433
4.641
4.595
5.181
4.365
4.453
4.603
4.458
4.302
4.532
4.707
4.886
5.816
5.891
5.542
5.473
5.822
5.803
6.219
5.658
5.414
5.247
5.523
5.538
4.863
4.609
4.513
4.356
3.971
4.179
4.274
4.827
5.061
5.116
5.235
5.536
4.99
4.625
4.154
4.521
5.168
5.143
5.178
5.314
5.046
5.076
5.11
5.209
4.725
4.685
4.332
5.263
5.446
4.603
3.899
4.531
5.168
5.014
5.488
4.579
5.211
5.058
3.68
3.107
2.719
2.373
2.678
2.922
2.616
2.262
1.781
1.971
2.846
2.81
3.325
3.553
3.476
4.421
4.636
4.81
6.303
6.266
5.867
5.06
4.566
4.762
5.124
4.756
3.679
4.734
4.107
3.941
3.997
4.245
2.814
3.497
3.946
4.796
5.3
4.267
5.379
5.944
5.27
4.389
4.478
4.881
4.483
4.129
4.914
5.657
6.016
7.122
6.834
6.277
6.926
6.871
6.351
4.695
4.532
4.398
4.106
5.233
8.35
9.18
7.989
7.09
6.627
6.73
6.861
6.289
4.888
5.188
4.819
4.315
4.324
3.299
3.407
2.478
2.743
2.566
2.417
2.676
3.648
3.229
5.47
5.389
5.164
5.818
6.162
5.334
5.042
4.617
4.423
4.373
3.809
4.694
4.19
3.744
2.974
3.156
3.196
2.943
2.085
2.041
1.665
0.965
0.684
1.895
1.563
0.877
1.175
1.042
1.096
1.321
1.592
1.206
1.422
1.755
1.727
0.707
1.75
3.496
3.103
2.63
1.767
1.703
1.633
1.752
1.232
1.553
2.148
3.265
4.773
5.56
6.246
7.066
6.682
7.268
7.543
7.71
7.377
7.576
7.749
8.04
8.28
8.19
8.29
7.099
8.55
9.23
9.09
9.53
9.1
7.843
6.876
6.416
7.756
8.07
6.545
6.877
9.43
10.77
10.31
8.07
6.362
6.485
6.954
6.744
7.474
7.85
7.587
6.058
4.254
2.951
3.062
2.271
1.841
1.93
1.322
1.582
1.3
0.865
1.162
1.895
3.616
4.752
5.4
4.38
5.157
4.352
4.706
4.54
5.23
5.123
4.677
3.38
2.79
3.609
2.95
2.446
2.454
2.742
2.261
1.764
2.164
3.676
3.627
2.531
2.492
2.453
2.092
1.772
1.642
1.515
1.595
2.018
2.047
2.972
3.168
2.34
2.063
2.336
2.251
1.63
1.636
1.687
1.873
1.482
2.152
2.954
4.244
6.445
7.152
6.943
7.651
8.09
7.993
7.737
7.942
7.303
7.909
7.818
7.259
6.138
5.292
5.629
4.477
3.465
3.02
3.784
4.688
3.235
2.542
2.487
2.104
1.287
2.211
1.612
2.167
2.691
3.101
3.239
1.728
3.795
4.965
8.05
7.573
7.807
8.63
8.57
7.636
7.486
7.829
7.479
7.347
7.317
6.852
7.397
8.55
8.3
8.06
8.35
7.523
8.32
8.29
8.6
8.86
9.31
9.21
9
7.776
7.808
8.15
7.968
8.8
7.889
7.67
8.13
8.3
8.55
8.47
7.464
7.837
8.78
7.888
7.205
7.256
6.567
7.001
7.219
6.49
6.722
6.54
6.115
6.055
6.003
5.406
4.744
4.401
4.355
4.06
3.905
4.711
4.948
4.98
5.149
4.682
4.904
4.745
4.798
5.648
5.06
5.38
5.687
5.45
5.101
5.006
5.059
4.33
4.523
4.24
3.914
3.075
2.787
1.912
1.717
1.182
0.913
0.402
0.828
1.083
1.717
1.409
1.704
1.093
1.345
1.324
1.356
1.566
1.379
1.352
1.512
1.753
1.348
1.327
1.662
1.939
3.062
3.081
2.739
3.169
4.002
5.114
6.742
7.177
7.305
7.694
8.56
7.696
6.98
7.75
7.928
8.35
8.5
8.24
8.23
7.857
7.81
7.08
6.722
6.092
5.874
5.953
4.592
3.515
3.015
1.792
1.585
1.899
2.289
2.322
2.725
1.56
1.909
1.894
2.212
3.359
2.678
2.33
2.687
2.743
1.975
1.335
1.628
1.057
1.442
1.587
1.225
1.032
1.439
1.876
2.294
2.379
2.865
3.42
3.937
4.386
4.677
5.354
5.211
4.983
5.005
4.822
5.163
4.95
5.555
5.983
6.124
6.069
5.605
4.669
5.655
6.838
7.327
6.016
6.419
6.528
6.29
6.025
5.384
5.31
4.609
4.434
5.195
6.375
6.549
6.309
5.407
4.99
4.964
6.181
6.699
6.614
6.834
6.409
6.835
6.745
6.98
6.566
6.585
7.154
8.69
8.64
9.23
9.47
8.4
8.07
7.647
7.145
6.252
6.38
5.774
6.556
6.155
5.647
4.185
3.725
3.837
3.731
3.737
3.808
3.707
3.82
4.036
2.461
2.442
1.655
2.203
2.181
1.893
2.497
4.318
4.99
4.409
3.919
4.318
4.396
4.544
4.072
4.937
5.45
5.223
4.878
4.301
3.834
3.595
3.516
3.914
3.775
3.812
2.754
2.303
2.177
1.815
1.945
2.316
1.721
1.149
0.688
0.996
1.141
1.656
1.405
1.015
0.936
0.68
0.721
1.285
1.39
1.915
1.553
1.588
1.993
2.188
2.738
2.703
3.136
3.571
3.208
2.657
3.032
3.363
3.357
3.818
3.705
2.792
3.289
3.003
3.402
2.903
2.623
2.202
2.961
3.201
3.362
3.713
4.515
5.85
4.634
4.99
5.317
5.397
6.498
6.684
7.497
7.193
7.93
8.59
8.13
6.828
6.145
3.843
4.999
5.883
5.163
5.443
5.437
7.375
5.854
5.389
5.383
7.499
7.844
6.52
5.506
5.382
5.862
6.444
5.634
5.452
5.761
6.294
7.046
7.456
6.882
6.636
7.183
7.297
7.6
8.1
8.66
9.03
8.78
9.17
9.42
9.34
8.8
8.07
7.702
7.933
7.303
7.086
7.36
7.626
7.465
7.517
7.546
6.512
6.359
6.511
5.849
5.63
5.588
5.292
4.99
4.741
5.011
4.724
4.633
4.238
4.699
5.065
6.196
5.52
6.338
5.189
5.271
1.668
2.746
2.561
2.166
2.604
4.41
7.135
6.683
6.183
3.203
3.119
4.983
6.007
5.804
8.56
9.37
8.52
6.541
8.21
8.15
6.064
5.89
5.921
8.75
10.64
10.41
12.01
10.52
13.43
13.31
12.61
12.35
12.37
12.59
12.64
13.29
14.65
13.57
13.41
14.13
11.6
11.46
10.82
10.08
8.68
9.01
9.65
8.74
6.752
6.665
5.419
5.516
4.675
4.711
5.434
5.676
4.515
4.032
4.735
4.778
5.072
5.915
6.31
6.83
6.502
7.344
7.245
6.765
7.037
7.709
7.726
8.44
8.25
8.2
7.201
7.142
6.538
5.046
4.394
4.163
4.181
4.499
3.665
3.382
3.12
2.551
2.489
1.886
1.389
1.051
2.738
2.931
2.009
2.05
2.01
1.88
1.855
1.547
1.633
2.069
1.122
1.287
1.592
1.227
0.916
1.427
0.876
1.628
2.11
1.64
1.74
2.728
2.034
2.655
2.071
1.985
1.91
2.077
2.006
2.508
2.964
2.542
2.458
2.813
2.28
2.075
3.177
3.436
3.351
3.917
3.657
4.593
4.505
4.398
5.156
6.541
6.382
6.295
5.638
6.562
7.45
7.14
5.638
6.18
5.899
6.343
6.359
4.999
4.753
6.051
5.721
5.14
6.311
6.862
5.97
6.198
5.687
6.031
5.678
6.189
6.762
5.872
5.974
6.045
5.699
5.413
5.2
5.103
4.801
4.909
4.492
5.093
4.438
4.84
5.16
3.873
2.587
2.083
1.832
1.782
1.814
1.876
2.031
1.871
2.109
2.534
3.537
3.297
2.588
2.076
1.936
1.785
1.9
1.843
1.926
1.785
1.716
2.144
2.26
2.372
2.909
2.754
2.83
3.326
2.856
3.007
2.95
2.939
3.298
3.814
4.073
4.018
4.33
4.494
5.05
4.664
5.335
4.699
4.776
4.872
4.777
4.423
3.979
4.206
3.732
4.298
4.445
3.787
4.002
3.355
3.6
3.815
4.166
3.816
3.653
3.209
4.079
4.42
4.297
4.185
3.979
3.513
3.329
3.4
2.928
2.363
2.005
1.568
0.985
1.017
1.621
1.179
0.865
1.35
1.583
1.377
0.897
2.154
1.597
1.406
1.698
1.586
1.973
2.141
1.936
2.978
3.535
2.959
2.142
1.685
1.415
1.818
1.88
2.151
2.271
2.585
2.607
2.837
2.89
2.62
2.448
2.314
2.585
1.675
1.077
1.58
2.252
2.525
3.521
4.083
3.367
2.992
2.656
2.459
3.796
3.965
4.442
4.343
4.734
5.176
6.078
7.221
7.595
7.159
7.842
7.973
8.58
7.514
7.406
8.43
7.955
5.995
6.761
5.848
7.198
6.956
5.691
5.133
5.961
7.809
7.18
6.784
7.225
6.76
6.49
6.745
7.262
7.81
7.532
7.037
7.888
7.804
7.457
6.949
6.509
6.713
6.237
5.243
5.435
5.933
6.32
7.461
7.666
8.42
7.304
6.804
6.372
5.903
6.145
8.88
4.359
7.437
7.878
7.168
7.185
8.01
8.55
8.27
7.624
7.885
6.976
6.51
6.227
7.757
8.16
8.37
8.95
8.88
8.71
8.61
9.25
9.58
9.39
9.92
8.47
8.66
8.07
9.69
9.07
8.27
8.76
8.83
9.12
8.91
7.777
8.18
6.724
6.703
6.649
6.76
6.883
6.912
7.228
7.697
7.479
6.523
7.142
7.779
7.982
7.797
7.703
7.559
7.363
7.502
6.783
6.82
7.02
7.282
6.805
7.573
7.776
7.145
7.432
6.968
6.674
5.492
5.246
5.469
6.318
5.616
5.836
4.896
4.478
4.523
4.476
4.241
4.16
3.544
3.282
2.473
2.392
2.449
1.755
1.791
1.787
1.342
1.814
1.532
1.886
2.351
2.807
2.741
2.784
3.887
3.266
3.09
3.756
4.122
4.033
3.625
3.734
3.268
3.608
2.766
2.694
2.618
3.097
3.582
3.268
3.352
3.12
2.343
1.848
2.164
2.595
3.025
3.673
3.924
4.35
4.576
3.769
3.849
3.702
3.822
4.07
4.892
5.048
5.089
5.712
4.743
3.64
6.063
5.95
6.525
7.036
6.834
6.88
6.312
7.484
10.3
8.95
9.56
9.55
9.86
11.68
11.9
11.31
10.4
10.51
11.75
12.15
11.6
11.87
11.79
10.69
11.64
11.85
11.48
10.72
9.4
9.08
7.98
8.47
8.03
8.75
9.09
8.87
8.19
7.073
8.69
7.538
7.938
7.309
7.829
7.839
7.963
7.584
7.138
7.224
6.306
6.711
5.955
5.798
5.328
4.377
4.407
4.311
4.956
5.495
5.246
5.361
5.342
5.24
5.709
5.204
5.543
6.713
7.023
7.268
7.1
6.887
6.692
6.475
5.926
6.764
6.328
6.066
5.835
5.282
5.064
5.209
4.797
4.668
4.906
4.683
4.282
4.353
3.967
3.479
3.392
3.199
3.358
3.077
2.768
2.096
2.257
2.559
2.68
3.371
3.337
3.507
2.67
1.768
2.199
1.525
0.736
1.685
2.489
2.648
1.967
2.699
2.877
3.473
3.312
3.162
3.114
2.142
1.692
1.581
1.476
1.712
1.862
1.494
1.138
0.884
1.225
1.285
1.086
1.088
1.082
1.378
1.561
1.981
1.581
1.695
1.978
1.289
1.056
1.307
2.085
3.016
3.204
2.421
3.205
3.256
3.404
2.909
2.855
3.172
2.948
3.01
3.556
3.354
3.381
3.993
4.064
5.339
5.929
6.314
6.513
6.288
6.445
6.502
6.624
6.669
6.355
6.551
6.566
6.365
6.059
5.861
5.439
4.802
4.184
4.216
3.456
2.757
3.825
3.601
3.527
3.403
3.078
3.492
3.826
3.871
4.444
4.008
2.838
2.737
2.061
2.499
2.326
1.87
1.899
3.092
4.851
4.742
4.492
4.411
3.912
3.752
4.299
4.576
4.963
6.457
7.143
7.785
7.918
7.803
8.46
8.03
8.57
7.612
7.192
7.843
7.958
7.953
6.812
6.1
5.576
4.417
2.927
2.279
2.313
2.114
2.644
3.103
3.291
3.106
1.993
1.242
1.11
1.37
1.521
1.204
1.124
0.869
0.696
0.444
0.463
1.117
1.418
1.656
2.406
2.733
2.804
3.301
3.517
3.496
3.514
4.027
4.993
5.331
5.505
6.15
6.034
5.871
6.029
6.781
6.523
6.904
6.66
6.248
5.551
4.468
4.42
5.215
5.88
6.01
7.285
7.687
9.93
10.17
10.59
11.07
10.91
11.52
11.01
11.14
9.82
8.74
9.08
10.82
9.53
9.22
9.26
9.83
9.44
8.49
9.14
9.58
8.14
7.378
6.051
6.391
6.669
7.037
7.672
7.805
6.637
5.91
6.279
6.169
6.023
5.639
5.66
5.599
4.728
5.099
5.19
4.591
4.391
4.441
5.573
5.409
5.964
7.152
7.394
7.659
8.29
9.33
8.9
8.93
7.417
7.322
7.733
7.064
6.763
7.63
7.026
7.617
8.66
8.57
7.933
7.697
8.23
7.753
5.769
6.112
5.536
5.865
6.474
5.648
5.837
6.291
6.684
6.617
6.692
7.92
9.02
8.6
9.06
9.23
9.61
7.995
9.04
8.33
8.47
8.1
7.498
7.99
8.78
8.89
8.24
7.543
7.181
7.194
7.009
7.659
6.177
6.236
6.799
6.88
6.366
7.62
6.315
6.212
5.537
5.265
4.964
5.525
5.904
6.081
5.297
5.519
5.087
5.025
5.186
5.419
5.754
5.915
5.982
6.487
6.565
7.34
6.59
7.237
7.852
7.465
7.876
8.17
8.72
8.39
8.92
8.44
9.01
8.53
8.62
8.17
8.61
8.38
8.14
8.3
8.19
7.716
7.049
6.748
6.326
5.599
6.141
6.833
6.751
6.775
7.265
6.888
6.371
6.386
5.858
5.732
5.704
5.302
5.315
4.805
4.508
4.448
4.169
3.802
3.851
3.795
4.119
4.367
5.436
6.246
6.388
6.682
6.867
6.359
6.322
5.679
5.104
5.12
5.628
5.46
5.292
5.979
5.591
5.472
5.543
5.862
5.362
5.489
5.454
4.958
4.755
4.482
5.151
5.14
5.061
4.913
4.69
4.043
3.639
3.535
3.362
3.292
3.119
2.363
2.183
1.946
2.249
2.131
1.772
2.373
2.57
2.378
2.102
1.887
1.875
2.468
3.863
3.946
3.642
3.894
3.389
3.362
3.113
2.966
2.904
2.874
3.052
2.847
3.209
2.999
2.982
3.438
3.771
3.994
4.135
3.903
3.574
3.07
3.128
3.263
2.916
3.386
3.744
3.48
4.089
3.611
3.508
3.048
3.371
3.616
3.808
3.729
2.923
2.689
2.93
2.779
2.565
2.609
2.779
3.016
3.357
2.938
3.147
3.681
3.563
4.524
5.764
6.422
6.124
6.774
7.008
6.954
7.379
7.362
7.225
6.523
6.343
6.341
6.45
6.243
5.719
5.856
5.825
5.068
4.504
4.255
3.655
3.928
4.005
4.267
5.005
4.878
4.617
3.916
3.748
5.042
3.551
3.302
4.443
5.091
5.771
5.725
5.746
5.187
5.136
5.532
4.62
5.351
6.236
5.957
5.678
6.08
6.333
7.321
8.8
8.68
9.96
10.86
11.81
11.47
12.61
12.73
12.41
11.67
11.8
12.11
12.25
12.19
12.58
10.89
11.35
10.67
9.64
9.31
9.79
9.09
8.54
8.01
7.798
7.81
8.19
8.4
9.18
8.99
8.62
7.868
7.104
6.349
5.855
5.543
5.639
5.44
5.371
5.019
4.653
4.587
4.997
5.158
5.523
5.025
5.337
6.752
7.24
7.18
6.131
5.659
6.629
7.87
7.218
5.936
5.257
4.713
4.431
4.788
4.458
4.488
5.041
5.031
4.904
3.638
2.091
1.455
1.555
1.283
3.531
2.543
3.18
3.23
3.607
3.119
2.91
2.596
2.978
2.971
2.744
2.978
2.566
1.86
2.409
2.004
1.369
1.33
1.536
1.768
2.117
3.269
3.539
3.634
4.793
5.718
7.775
8.47
8.65
9.27
10.93
10.78
9.5
8.31
8.56
9.34
8.58
7.511
6.934
6.392
5.397
5.447
4.672
4.95
5.758
5.95
5.651
4.926
4.277
2.625
1.225
4.724
2.641
3.478
3.779
3.788
3.449
3.307
3.682
5.149
5.014
4.484
4.522
4.273
4.026
2.795
2.957
2.088
1.651
1.89
2.579
3.095
3.236
4.239
6.726
7.84
8.14
9.71
10.55
11.67
11.57
11.61
12.68
15.06
17.37
16.78
16.11
14.5
12.89
13.39
12.28
11.72
10.94
11.4
12.18
11.84
11.55
11.21
10.47
9.67
8.85
8.71
7.983
7.756
7.397
6.805
5.151
5.251
5.145
4.362
4.236
4.752
4.989
4.602
4.373
3.909
3.869
3.966
4.076
4.138
4.144
5.194
5.084
4.286
4.105
4.136
4.935
5.015
4.455
4.492
4.131
3.668
4.214
4.893
5.222
5.315
4.409
4.231
4.244
3.943
3.248
2.219
1.984
2.51
2.738
2.626
2.254
2.379
0.975
2.676
3.233
3.329
2.003
4.121
3.134
3.602
4.078
3.716
4.232
4.522
5.328
6.123
6.991
6.491
3.621
1.524
0.996
1.362
2.044
1.817
0.937
0.602
1.217
2.272
3.229
5.327
6.016
7.189
6.175
5.278
4.957
4.471
4.724
5.102
5.035
4.921
4.799
4.686
5.787
6.769
7.29
9.61
9.08
9.01
11.36
11.95
12.16
12.1
10.94
11.11
11.27
10.58
10.86
9.79
11.46
11.5
10.53
9.75
9.29
8.5
8.72
7.927
7.225
7.01
7.217
8.05
7.096
7.539
7.551
7.572
7.662
6.571
6.091
6.016
5.559
5.69
6.417
6.309
6.828
7.196
7.808
7.593
7.499
7.368
7.287
6.908
6.552
6.481
5.67
5.618
5.286
5.213
4.845
4.593
4.738
5.289
5.776
4.837
5.099
4.917
5.035
5.114
4.22
5.09
4.623
4.156
5.036
4.404
4.734
5.227
5.186
5.278
4.921
5.678
5.765
6.013
6.186
6.643
5.95
5.304
4.819
4.289
4.101
3.785
3.512
3.422
3.183
3.936
4.434
4.783
5.355
4.758
4.922
4.8
5.188
4.996
5.001
4.784
4.12
4.069
3.724
3.404
3.061
3.666
3.975
3.66
3.98
4.212
4.929
4.925
4.764
4.309
4.61
4.547
3.962
3.237
2.712
2.693
2.886
4.092
4.122
4.24
4.497
4.427
4.95
4.347
3.549
2.774
2.738
2.155
2.291
2.403
2.083
2.508
2.321
2.241
2.788
3.055
3.413
3.544
3.383
3.049
2.832
2.871
2.694
2.783
3.049
2.559
2.84
2.983
2.847
3.041
2.771
3.182
3.259
2.744
2.59
2.907
3.018
2.67
2.47
2.664
2.701
2.671
3.003
3.408
3.279
3.119
2.972
3.189
3.529
3.674
3.751
3.69
3.415
3.482
4.115
4.399
3.605
3.534
4.323
3.525
3.672
3.479
2.735
3.273
3.737
3.206
3.389
3.384
3.092
2.441
2.178
1.963
2.283
2.283
2.335
2.409
2.335
2.401
2.425
2.737
3.186
